n,module,old,new,src,grain,window,metric,note
99,VB_00_validbet_contract.csv,avg_profit_per_round,xwin__all__base__avg_profit_per_round,xwin,all,base,avg_profit_per_round,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,avg_profit_per_day,xwin__all__base__avg_profit_per_day,xwin,all,base,avg_profit_per_day,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,avg_profit_per_shoe,xwin__all__base__avg_profit_per_shoe,xwin,all,base,avg_profit_per_shoe,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,avg_stake_per_active_day,xwin__all__base__avg_stake_per_active_day,xwin,all,base,avg_stake_per_active_day,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,avg_rounds_per_active_day,xwin__all__base__avg_rounds_per_active_day,xwin,all,base,avg_rounds_per_active_day,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,avg_stake_hiturn,xwin__all__hiturn__avg_stake,xwin,all,hiturn,avg_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,avg_stake_non_hiturn,xwin__all__non_hiturn__avg_stake,xwin,all,non_hiturn,avg_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,p25_stake,xwin__all__base__p25_stake,xwin,all,base,p25_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,p50_stake,xwin__all__base__p50_stake,xwin,all,base,p50_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,p75_stake,xwin__all__base__p75_stake,xwin,all,base,p75_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,p90_stake,xwin__all__base__p90_stake,xwin,all,base,p90_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,p95_stake,xwin__all__base__p95_stake,xwin,all,base,p95_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,p99_stake,xwin__all__base__p99_stake,xwin,all,base,p99_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,p50_valid_bet,xwin__all__base__p50_valid_bet,xwin,all,base,p50_valid_bet,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,p50_profit,xwin__all__base__p50_profit,xwin,all,base,p50_profit,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,p95_over_p50,xwin__all__base__p95_over_p50,xwin,all,base,p95_over_p50,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,p99_over_p50,xwin__all__base__p99_over_p50,xwin,all,base,p99_over_p50,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,avg_over_p50,xwin__all__base__avg_over_p50,xwin,all,base,avg_over_p50,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,common_table_count,xwin__all__base__common_table_count,xwin,all,base,common_table_count,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,common_dealer_count,xwin__all__base__common_dealer_count,xwin,all,base,common_dealer_count,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,common_ip_count,xwin__all__base__common_ip_count,xwin,all,base,common_ip_count,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,common_product_count,xwin__all__base__common_product_count,xwin,all,base,common_product_count,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,share_hiturn,xwin__all__hiturn__share,xwin,all,hiturn,share,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,hold_rate,xwin__all__base__hold_rate,xwin,all,base,hold_rate,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,hold_rate_hiturn,xwin__all__hiturn__hold_rate,xwin,all,hiturn,hold_rate,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,rebate_rate_actual,xwin__all__base__rebate_rate_actual,xwin,all,base,rebate_rate_actual,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,rebate_pct_config,xwin__all__base__rebate_pct_config,xwin,all,base,rebate_pct_config,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,turnover_multiple,xwin__all__base__turnover_multiple,xwin,all,base,turnover_multiple,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,free_comm_rate,xwin__all__base__free_comm_rate,xwin,all,base,free_comm_rate,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,roi_delta_hiturn,xwin__all__hiturn__roi_delta,xwin,all,hiturn,roi_delta,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,first_seen,xwin__all__base__first_seen,xwin,all,base,first_seen,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,last_seen,xwin__all__base__last_seen,xwin,all,base,last_seen,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,active_days,xwin__all__base__active_days,xwin,all,base,active_days,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,active_shoes,xwin__all__base__active_shoes,xwin,all,base,active_shoes,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,active_sessions,xwin__all__base__active_sessions,xwin,all,base,active_sessions,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,span_days,xwin__all__base__span_days,xwin,all,base,span_days,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,persistence,xwin__all__base__persistence,xwin,all,base,persistence,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,ramp_hiturn,xwin__all__hiturn__ramp,xwin,all,hiturn,ramp,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,ramp_recent,xwin__all__recent__ramp,xwin,all,recent,ramp,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,stake_ramp,xwin__all__base__stake_ramp,xwin,all,base,stake_ramp,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,vip_tier,xwin__all__base__vip_tier,xwin,all,base,vip_tier,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,economic_value,xwin__all__base__economic_value,xwin,all,base,economic_value,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,risk_value,xwin__all__base__risk_value,xwin,all,base,risk_value,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,pr_stake,xwin__all__base__pr_stake,xwin,all,base,pr_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
99,VB_00_validbet_contract.csv,action_priority,xwin__all__base__action_priority,xwin,all,base,action_priority,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,stake,xwin__all__base__stake,xwin,all,base,stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,valid_bet,xwin__all__base__valid_bet,xwin,all,base,valid_bet,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,profit,xwin__all__base__profit,xwin,all,base,profit,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,n_bets,xwin__all__base__n_bets,xwin,all,base,n_bets,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,n_rounds,xwin__all__base__n_rounds,xwin,all,base,n_rounds,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,roi,xwin__all__base__roi,xwin,all,base,roi,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,roi_hiturn,xwin__all__hiturn__roi,xwin,all,hiturn,roi,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,roi_non_hiturn,xwin__all__non_hiturn__roi,xwin,all,non_hiturn,roi,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,roi_ex_rebate,xwin__all__base__roi_ex_rebate,xwin,all,base,roi_ex_rebate,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,roi_numerator,xwin__all__base__roi_numerator,xwin,all,base,roi_numerator,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,roi_denominator,xwin__all__base__roi_denominator,xwin,all,base,roi_denominator,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,roi_denominator_status,xwin__all__base__roi_denominator_status,xwin,all,base,roi_denominator_status,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,rebate_cost,xwin__all__base__rebate_cost,xwin,all,base,rebate_cost,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,agent_cost,xwin__all__base__agent_cost,xwin,all,base,agent_cost,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,net_margin,xwin__all__base__net_margin,xwin,all,base,net_margin,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,net_margin_rate,xwin__all__base__net_margin_rate,xwin,all,base,net_margin_rate,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,avg_stake_per_bet,xwin__all__base__avg_stake_per_bet,xwin,all,base,avg_stake_per_bet,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,avg_valid_bet_per_round,xwin__all__base__avg_valid_bet_per_round,xwin,all,base,avg_valid_bet_per_round,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,avg_profit_per_round,xwin__all__base__avg_profit_per_round,xwin,all,base,avg_profit_per_round,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,avg_profit_per_day,xwin__all__base__avg_profit_per_day,xwin,all,base,avg_profit_per_day,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,avg_profit_per_shoe,xwin__all__base__avg_profit_per_shoe,xwin,all,base,avg_profit_per_shoe,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,avg_stake_per_active_day,xwin__all__base__avg_stake_per_active_day,xwin,all,base,avg_stake_per_active_day,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,avg_rounds_per_active_day,xwin__all__base__avg_rounds_per_active_day,xwin,all,base,avg_rounds_per_active_day,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,avg_stake_hiturn,xwin__all__hiturn__avg_stake,xwin,all,hiturn,avg_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,avg_stake_non_hiturn,xwin__all__non_hiturn__avg_stake,xwin,all,non_hiturn,avg_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,p25_stake,xwin__all__base__p25_stake,xwin,all,base,p25_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,p50_stake,xwin__all__base__p50_stake,xwin,all,base,p50_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,p75_stake,xwin__all__base__p75_stake,xwin,all,base,p75_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,p90_stake,xwin__all__base__p90_stake,xwin,all,base,p90_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,p95_stake,xwin__all__base__p95_stake,xwin,all,base,p95_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,p99_stake,xwin__all__base__p99_stake,xwin,all,base,p99_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,p50_valid_bet,xwin__all__base__p50_valid_bet,xwin,all,base,p50_valid_bet,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,p50_profit,xwin__all__base__p50_profit,xwin,all,base,p50_profit,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,p95_over_p50,xwin__all__base__p95_over_p50,xwin,all,base,p95_over_p50,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,p99_over_p50,xwin__all__base__p99_over_p50,xwin,all,base,p99_over_p50,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,avg_over_p50,xwin__all__base__avg_over_p50,xwin,all,base,avg_over_p50,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,common_table_count,xwin__all__base__common_table_count,xwin,all,base,common_table_count,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,common_dealer_count,xwin__all__base__common_dealer_count,xwin,all,base,common_dealer_count,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,common_ip_count,xwin__all__base__common_ip_count,xwin,all,base,common_ip_count,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,common_product_count,xwin__all__base__common_product_count,xwin,all,base,common_product_count,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,share_hiturn,xwin__all__hiturn__share,xwin,all,hiturn,share,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,hold_rate,xwin__all__base__hold_rate,xwin,all,base,hold_rate,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,hold_rate_hiturn,xwin__all__hiturn__hold_rate,xwin,all,hiturn,hold_rate,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,rebate_rate_actual,xwin__all__base__rebate_rate_actual,xwin,all,base,rebate_rate_actual,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,rebate_pct_config,xwin__all__base__rebate_pct_config,xwin,all,base,rebate_pct_config,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,turnover_multiple,xwin__all__base__turnover_multiple,xwin,all,base,turnover_multiple,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,free_comm_rate,xwin__all__base__free_comm_rate,xwin,all,base,free_comm_rate,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,roi_delta_hiturn,xwin__all__hiturn__roi_delta,xwin,all,hiturn,roi_delta,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,first_seen,xwin__all__base__first_seen,xwin,all,base,first_seen,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,last_seen,xwin__all__base__last_seen,xwin,all,base,last_seen,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,active_days,xwin__all__base__active_days,xwin,all,base,active_days,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,active_shoes,xwin__all__base__active_shoes,xwin,all,base,active_shoes,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,active_sessions,xwin__all__base__active_sessions,xwin,all,base,active_sessions,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,span_days,xwin__all__base__span_days,xwin,all,base,span_days,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,persistence,xwin__all__base__persistence,xwin,all,base,persistence,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,ramp_hiturn,xwin__all__hiturn__ramp,xwin,all,hiturn,ramp,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,ramp_recent,xwin__all__recent__ramp,xwin,all,recent,ramp,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,stake_ramp,xwin__all__base__stake_ramp,xwin,all,base,stake_ramp,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,vip_tier,xwin__all__base__vip_tier,xwin,all,base,vip_tier,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,economic_value,xwin__all__base__economic_value,xwin,all,base,economic_value,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,risk_value,xwin__all__base__risk_value,xwin,all,base,risk_value,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,pr_stake,xwin__all__base__pr_stake,xwin,all,base,pr_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
100,VB_00b_zero_five_rates.csv,action_priority,xwin__all__base__action_priority,xwin,all,base,action_priority,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,stake,xwin__all__base__stake,xwin,all,base,stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,valid_bet,xwin__all__base__valid_bet,xwin,all,base,valid_bet,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,profit,xwin__all__base__profit,xwin,all,base,profit,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,n_bets,xwin__all__base__n_bets,xwin,all,base,n_bets,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,n_rounds,xwin__all__base__n_rounds,xwin,all,base,n_rounds,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,roi,xwin__all__base__roi,xwin,all,base,roi,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,roi_hiturn,xwin__all__hiturn__roi,xwin,all,hiturn,roi,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,roi_non_hiturn,xwin__all__non_hiturn__roi,xwin,all,non_hiturn,roi,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,roi_ex_rebate,xwin__all__base__roi_ex_rebate,xwin,all,base,roi_ex_rebate,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,roi_numerator,xwin__all__base__roi_numerator,xwin,all,base,roi_numerator,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,roi_denominator,xwin__all__base__roi_denominator,xwin,all,base,roi_denominator,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,roi_denominator_status,xwin__all__base__roi_denominator_status,xwin,all,base,roi_denominator_status,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,rebate_cost,xwin__all__base__rebate_cost,xwin,all,base,rebate_cost,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,agent_cost,xwin__all__base__agent_cost,xwin,all,base,agent_cost,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,net_margin,xwin__all__base__net_margin,xwin,all,base,net_margin,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,net_margin_rate,xwin__all__base__net_margin_rate,xwin,all,base,net_margin_rate,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,avg_stake_per_bet,xwin__all__base__avg_stake_per_bet,xwin,all,base,avg_stake_per_bet,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,avg_valid_bet_per_round,xwin__all__base__avg_valid_bet_per_round,xwin,all,base,avg_valid_bet_per_round,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,avg_profit_per_round,xwin__all__base__avg_profit_per_round,xwin,all,base,avg_profit_per_round,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,avg_profit_per_day,xwin__all__base__avg_profit_per_day,xwin,all,base,avg_profit_per_day,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,avg_profit_per_shoe,xwin__all__base__avg_profit_per_shoe,xwin,all,base,avg_profit_per_shoe,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,avg_stake_per_active_day,xwin__all__base__avg_stake_per_active_day,xwin,all,base,avg_stake_per_active_day,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,avg_rounds_per_active_day,xwin__all__base__avg_rounds_per_active_day,xwin,all,base,avg_rounds_per_active_day,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,avg_stake_hiturn,xwin__all__hiturn__avg_stake,xwin,all,hiturn,avg_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,avg_stake_non_hiturn,xwin__all__non_hiturn__avg_stake,xwin,all,non_hiturn,avg_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,p25_stake,xwin__all__base__p25_stake,xwin,all,base,p25_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,p50_stake,xwin__all__base__p50_stake,xwin,all,base,p50_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,p75_stake,xwin__all__base__p75_stake,xwin,all,base,p75_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,p90_stake,xwin__all__base__p90_stake,xwin,all,base,p90_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,p95_stake,xwin__all__base__p95_stake,xwin,all,base,p95_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,p99_stake,xwin__all__base__p99_stake,xwin,all,base,p99_stake,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,p50_valid_bet,xwin__all__base__p50_valid_bet,xwin,all,base,p50_valid_bet,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,p50_profit,xwin__all__base__p50_profit,xwin,all,base,p50_profit,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,p95_over_p50,xwin__all__base__p95_over_p50,xwin,all,base,p95_over_p50,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,p99_over_p50,xwin__all__base__p99_over_p50,xwin,all,base,p99_over_p50,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,avg_over_p50,xwin__all__base__avg_over_p50,xwin,all,base,avg_over_p50,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,common_table_count,xwin__all__base__common_table_count,xwin,all,base,common_table_count,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,common_dealer_count,xwin__all__base__common_dealer_count,xwin,all,base,common_dealer_count,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,common_ip_count,xwin__all__base__common_ip_count,xwin,all,base,common_ip_count,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,common_product_count,xwin__all__base__common_product_count,xwin,all,base,common_product_count,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,share_hiturn,xwin__all__hiturn__share,xwin,all,hiturn,share,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,hold_rate,xwin__all__base__hold_rate,xwin,all,base,hold_rate,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,hold_rate_hiturn,xwin__all__hiturn__hold_rate,xwin,all,hiturn,hold_rate,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,rebate_rate_actual,xwin__all__base__rebate_rate_actual,xwin,all,base,rebate_rate_actual,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,rebate_pct_config,xwin__all__base__rebate_pct_config,xwin,all,base,rebate_pct_config,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,turnover_multiple,xwin__all__base__turnover_multiple,xwin,all,base,turnover_multiple,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,free_comm_rate,xwin__all__base__free_comm_rate,xwin,all,base,free_comm_rate,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,roi_delta_hiturn,xwin__all__hiturn__roi_delta,xwin,all,hiturn,roi_delta,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,first_seen,xwin__all__base__first_seen,xwin,all,base,first_seen,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,last_seen,xwin__all__base__last_seen,xwin,all,base,last_seen,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,active_days,xwin__all__base__active_days,xwin,all,base,active_days,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,active_shoes,xwin__all__base__active_shoes,xwin,all,base,active_shoes,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,active_sessions,xwin__all__base__active_sessions,xwin,all,base,active_sessions,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
101,VB_41_identity_global.csv,span_days,xwin__all__base__span_days,xwin,all,base,span_days,P0-0 待 D5 逐件裁定：A类→x_win / B类→撤除
